epoch,model,train_acc,val_acc,loss,epoch_time_sec,checkpoint
1,mobilenet,94.35706260851802,99.88542621448212,0.2432100134027666,81.68,mobilenet_99.89_20251012_224343.pth
2,mobilenet,99.63486875702175,99.97708524289642,0.015384524917396614,69.48,mobilenet_99.98_20251012_224452.pth
3,mobilenet,99.75487692779083,99.91979835013748,0.010877391261412461,68.87,mobilenet_99.98_20251012_224452.pth
4,mobilenet,99.80083750383005,100.0,0.009204663340408795,68.43,mobilenet_100.00_20251012_224709.pth
5,mobilenet,99.81615769584312,99.85105407882676,0.008213923841646592,69.58,mobilenet_100.00_20251012_224709.pth
6,mobilenet,99.83786130119498,100.0,0.007153937161465243,69.69,mobilenet_100.00_20251012_224709.pth
7,mobilenet,99.88126851189868,99.98854262144822,0.005498243675617844,69.54,mobilenet_100.00_20251012_224709.pth
8,mobilenet,99.86467163721785,99.93125572868928,0.006355392464795257,68.28,mobilenet_100.00_20251012_224709.pth
9,mobilenet,99.89148197324073,99.98854262144822,0.00528439385304823,69.73,mobilenet_100.00_20251012_224709.pth
10,mobilenet,99.89658870391176,99.91979835013748,0.005028747669369778,69.59,mobilenet_100.00_20251012_224709.pth
11,mobilenet,99.90041875191503,99.93125572868928,0.004682083031469622,70.29,mobilenet_100.00_20251012_224709.pth
12,mobilenet,99.8838218772342,99.89688359303392,0.004699308004164937,68.47,mobilenet_100.00_20251012_224709.pth
13,mobilenet,99.91190889592482,99.95417048579284,0.0040439640737031934,69.88,mobilenet_100.00_20251012_224709.pth
14,mobilenet,99.89786538657951,99.94271310724106,0.004777031241298101,69.89,mobilenet_100.00_20251012_224709.pth
15,mobilenet,99.89914206924726,99.98854262144822,0.004007121957347982,69.88,mobilenet_100.00_20251012_224709.pth
16,mobilenet,99.9387192319477,99.97708524289642,0.0033314913207466465,69.82,mobilenet_100.00_20251012_224709.pth
17,mobilenet,99.91190889592482,100.0,0.0038203266409668835,68.18,mobilenet_100.00_20251012_224709.pth
18,mobilenet,99.92339903993464,99.97708524289642,0.0037626485083335106,69.52,mobilenet_100.00_20251012_224709.pth
19,mobilenet,99.93361250127668,100.0,0.0033961210876830355,69.8,mobilenet_100.00_20251012_224709.pth
20,mobilenet,99.90297211725054,99.98854262144822,0.004075391756895648,70.01,mobilenet_100.00_20251012_224709.pth
21,mobilenet,99.91063221325707,99.85105407882676,0.00382759592228159,68.89,mobilenet_100.00_20251012_224709.pth
22,mobilenet,99.9272290879379,100.0,0.003108349097903383,69.83,mobilenet_100.00_20251012_224709.pth
23,mobilenet,99.9182923092636,99.98854262144822,0.0034617948879821945,69.88,mobilenet_100.00_20251012_224709.pth
24,mobilenet,99.92339903993464,99.96562786434464,0.00304376832548651,69.71,mobilenet_100.00_20251012_224709.pth
25,mobilenet,99.92467572260239,100.0,0.0032788322164184858,68.5,mobilenet_100.00_20251012_224709.pth
26,mobilenet,99.94637932795425,99.98854262144822,0.00266973156915846,69.83,mobilenet_100.00_20251012_224709.pth
27,mobilenet,99.92084567459912,99.80522456461962,0.00355180686801815,69.91,mobilenet_100.00_20251012_224709.pth
28,mobilenet,99.92850577060565,99.98854262144822,0.003000439037987913,69.52,mobilenet_100.00_20251012_224709.pth
29,mobilenet,99.92978245327342,99.93125572868928,0.002753096327886121,68.32,mobilenet_100.00_20251012_224709.pth
30,mobilenet,99.92339903993464,99.98854262144822,0.003006939423002237,69.42,mobilenet_100.00_20251012_224709.pth
31,mobilenet,99.92212235726687,99.86251145737855,0.0032514935492034794,69.74,mobilenet_100.00_20251012_224709.pth
32,mobilenet,99.93361250127668,99.75939505041246,0.0027271365457589157,69.88,mobilenet_100.00_20251012_224709.pth
33,mobilenet,99.91318557859259,99.98854262144822,0.003668355355254217,68.56,mobilenet_100.00_20251012_224709.pth
